sentences,sentenceIndex,paragraphIndex,section,file,wikiId,Music making,Business meeting,Personal life,Coincidence,Public celebration,Education
"Galamian was born in Tabriz, Iran to an Armenian family.",0,2,== Biography ==,indexedSentences/1275454.csv,1275454,False,False,True,False,False,False
"Soon after his birth the family emigrated to Moscow, Russia.",1,2,== Biography ==,indexedSentences/1275454.csv,1275454,False,False,True,False,False,False
In 1924 he debuted in Paris.,6,2,== Biography ==,indexedSentences/1275454.csv,1275454,False,True,False,False,False,False
"Due to a combination of nerves, health, and a fondness for teaching, Galamian eventually gave up the stage in order to teach full-time.",7,2,== Biography ==,indexedSentences/1275454.csv,1275454,False,False,False,False,False,True
He became a faculty member at the Conservatoire Rachmaninoff where he taught from 1925 to 1929.,8,2,== Biography ==,indexedSentences/1275454.csv,1275454,False,False,False,False,False,True
In 1941 he married Judith Johnson in New York City.,11,2,== Biography ==,indexedSentences/1275454.csv,1275454,False,False,True,False,False,False
"He taught violin at the Curtis Institute of Music beginning in 1944, and became the head of the violin department at the Juilliard School in 1946.",12,2,== Biography ==,indexedSentences/1275454.csv,1275454,False,False,False,False,False,True
"He wrote two violin method books, Principles of Violin Playing and Teaching (1962) and Contemporary Violin Technique (1962).",13,2,== Biography ==,indexedSentences/1275454.csv,1275454,True,False,False,False,False,False
"Galamian taught concurrently at Curtis, Juilliard, and Meadowmount schools.",17,2,== Biography ==,indexedSentences/1275454.csv,1275454,False,False,False,False,False,True
He did not retire and maintained an active full-time work schedule.,18,2,== Biography ==,indexedSentences/1275454.csv,1275454,False,True,False,False,False,False
He died at the age of 78 in 1981 in New York City.,19,2,== Biography ==,indexedSentences/1275454.csv,1275454,False,False,True,False,False,False
"Galamian held honorary degrees from the Curtis Institute of Music, Oberlin College, and the Cleveland Institute of Music.",0,3,== Biography ==,indexedSentences/1275454.csv,1275454,False,False,False,False,False,True
"Ivan Guimarães Lins (born  June 16, 1945) is a Latin Grammy-winning Brazilian musician.",0,0,N/A,indexedSentences/1410438.csv,1410438,False,False,True,False,False,False
"His first hit, ""Madalena"", was recorded by Elis Regina in 1970.",2,0,N/A,indexedSentences/1410438.csv,1410438,True,False,False,False,False,False
Ivan Lins was born in Rio de Janeiro.,0,2,== Life ==,indexedSentences/1410438.csv,1410438,False,False,True,False,False,False
"He spent several years in Boston, Massachusetts, while his father, a naval engineer, continued graduate studies at M.I.T., studied at the Military College in Rio.",1,2,== Life ==,indexedSentences/1410438.csv,1410438,False,False,True,False,False,False
He later received a degree in industrial chemical engineering from the Federal University of Rio de Janeiro.,2,2,== Life ==,indexedSentences/1410438.csv,1410438,False,False,False,False,False,True
He considered a career in volleyball before discovering his considerable musical talent.,3,2,== Life ==,indexedSentences/1410438.csv,1410438,False,True,False,True,False,False
He recorded in English for Reprise/Warner Bros. Records in the early 1990s.,2,4,== Work ==,indexedSentences/1410438.csv,1410438,True,False,False,False,False,False
"In the mid-eighties Lins recorded a jazz fusion album with Dave Grusin and Lee Ritenour titled Harlequin, which was a critical and commercial success.",0,5,== Work ==,indexedSentences/1410438.csv,1410438,True,False,False,False,False,False
Lins appeared as a guest performer on the albums Dois Mundos (1998) and Recorded in Rio (2003) by the Dutch artist Josee Koning.,0,7,== Work ==,indexedSentences/1410438.csv,1410438,True,False,False,False,False,False
"In May 2008 he returned to New York, performing with Rosa Passos at Jazz at Lincoln Center.",1,9,== Work ==,indexedSentences/1410438.csv,1410438,True,False,False,False,False,False
Awards and honors ==,1,12,== Awards and honors ==,indexedSentences/1410438.csv,1410438,False,False,False,False,True,False
No other Brazilian artist or Portuguese-language artist has won the award since then.,2,13,== Awards and honors ==,indexedSentences/1410438.csv,1410438,False,False,False,False,True,False
"Lins was nominated for three Latin Grammy Awards in 2009 for his latest album, Regência: Vince Mendoza performed with the Metropole Orchestra.",0,14,== Awards and honors ==,indexedSentences/1410438.csv,1410438,True,False,False,False,False,False
He won the award for Best MPB (Música popular brasileira) Album.,2,14,== Awards and honors ==,indexedSentences/1410438.csv,1410438,False,False,False,False,True,False
"One of the most notable performers of Agustín Lara's songs, Ríos was the first Mexican singer who achieved international success through radio, records, nightclub engagements, tours, and films.",0,1,N/A,indexedSentences/52520413.csv,52520413,True,False,False,False,False,False
Birth and family ==,1,2,== Birth and family ==,indexedSentences/52520413.csv,52520413,False,False,True,False,False,False
"Ríos was born on 16 November 1913 in La Lagunilla, a neighborhood of central Mexico City.",0,3,== Birth and family ==,indexedSentences/52520413.csv,52520413,False,False,True,False,False,False
She was the firstborn child of José María Gallegos Villalobos and María Guadalupe Ríos Rodríguez.,1,3,== Birth and family ==,indexedSentences/52520413.csv,52520413,False,False,True,False,False,False
"She had a younger brother, José Gallegos Ríos (d. 1993), and a younger sister, Soledad Gallegos Ríos (d. 1981).",2,3,== Birth and family ==,indexedSentences/52520413.csv,52520413,False,False,True,False,False,False
Career ==,1,4,== Career ==,indexedSentences/52520413.csv,52520413,False,True,False,False,False,False
"According to one source, Ríos was discovered by Agustín Lara when the songwriter heard her singing in a nightclub in Mexico City.",0,5,== Career ==,indexedSentences/52520413.csv,52520413,False,False,False,True,False,False
"However, another source says that she became one of the main performers of the XEW station after she auditioned for Emilio Azcárraga Vidaurreta, who immediately signed her for three daily 15-minute spots; this happened in 1936.",2,5,== Career ==,indexedSentences/52520413.csv,52520413,False,True,False,False,False,False
"She made her record debut singing ""Pensaba que tu amor"" and ""Cachito de sol"" with Lara.",3,5,== Career ==,indexedSentences/52520413.csv,52520413,True,True,False,False,False,False
"She made her debut in Mexican films singing ""Noche de ronda"" in ¡Esos hombres!",0,6,== Career ==,indexedSentences/52520413.csv,52520413,False,True,False,False,False,False
"Manuel Riachi, an assistant to Paramount Pictures producer Arthur Hornblow Jr., discovered her singing over XEW and took her to Hollywood to appear in the musical Tropic Holiday, where she sang songs by Lara and played Tito Guízar's sister.",2,6,== Career ==,indexedSentences/52520413.csv,52520413,True,False,False,True,False,False
She was then chosen to play a young Apache woman named Yakima in John Ford's Stagecoach.,3,6,== Career ==,indexedSentences/52520413.csv,52520413,True,False,True,False,False,False
"In March 1938, NBC signed her as a sustaining artist and gave her her own 15-minute program every Thursday with Frank Hodek's orchestra.",4,6,== Career ==,indexedSentences/52520413.csv,52520413,False,True,False,False,False,False
"Her success on the West Coast led her to New York City, where she performed at the popular nightclub La Martinique and began a series of recordings for the Decca label.",5,6,== Career ==,indexedSentences/52520413.csv,52520413,True,False,False,False,False,False
"After New York, she performed in Miami at the Miami-Biltmore Hotel with Maximillian Bergere's orchestra.",7,6,== Career ==,indexedSentences/52520413.csv,52520413,True,False,False,False,False,False
"The first film she made in Argentina was Ven mi corazón te llama (1942), in which she played the mysterious and fascinating Sombra Rey, a fictional Mexican bolero singer.",0,8,== Career ==,indexedSentences/52520413.csv,52520413,True,False,False,False,False,False
"In the early 1950s she recorded Sensualidad, one of her first studio albums, for the Mexican independent label Discos Musart.",0,11,== Career ==,indexedSentences/52520413.csv,52520413,True,False,False,False,False,False
This LP record includes eight tracks with Don Americo's orchestra.,1,11,== Career ==,indexedSentences/52520413.csv,52520413,True,False,False,False,False,False
"In 1960, she recorded her second album for RCA Victor, Ausencia, accompanied by Gonzalo ""Chalo"" Cervera's orchestra and pianist Pepe Agüeros.",0,13,== Career ==,indexedSentences/52520413.csv,52520413,True,False,False,False,False,False
"On 18 November 1961, she became ""the first non-U.S. performer"" to perform in the show of the National Press Club's annual President's Black Tie Ball in Washington, D.C..",0,14,== Career ==,indexedSentences/52520413.csv,52520413,True,False,False,False,False,False
"For this album she also recorded two American pop songs—""All the Things",3,14,== Career ==,indexedSentences/52520413.csv,52520413,True,False,False,False,False,False
"She remained with RCA Victor until December 1973, when she signed a recording contract with the Orfeón label.",0,15,== Career ==,indexedSentences/52520413.csv,52520413,False,True,False,False,False,False
"In 1974, she recorded her first Orfeón album, La emocional Elvira Ríos, accompanied by Chucho Zarzosa's orchestra.",1,15,== Career ==,indexedSentences/52520413.csv,52520413,True,False,False,False,False,False
Ríos died of kidney failure and bladder cancer at her home in Coyoacán on 13 January 1987.,0,17,== Death ==,indexedSentences/52520413.csv,52520413,False,False,True,False,False,False
"Malewana was born on June 13, 1947 in Ratnapura, Sri Lanka and attended St. Joseph's College, Colombo.",0,2,== Personal life ==,indexedSentences/1209484.csv,1209484,False,False,True,False,False,False
Musical career ==,1,4,== Musical career ==,indexedSentences/1209484.csv,1209484,False,True,False,False,False,False
"Upon leaving school, he met Clarence Wijewardena, and the two formed the group Moonstones in 1966.",0,5,== Musical career ==,indexedSentences/1209484.csv,1209484,False,False,False,True,False,False
"In the early 1960s, the Moonstones began performing songs composed by Wijewardena and sung by Malewana.",1,5,== Musical career ==,indexedSentences/1209484.csv,1209484,True,False,False,False,False,False
"Their first hit was Mango Nanda, a song written about the maid who once worked at the home of Clarence's wife in the early days of their relationship.",2,5,== Musical career ==,indexedSentences/1209484.csv,1209484,True,False,False,False,False,False
The Moonstones were managed by the advertising man Sri Sangabo Corea and were mentored by the Radio Ceylon broadcaster Vernon Corea and his cousin Vijaya Corea.,3,5,== Musical career ==,indexedSentences/1209484.csv,1209484,False,False,False,False,False,True
The band produced many popular songs such as Udarata Niliya and Gamen liyumak.,9,5,== Musical career ==,indexedSentences/1209484.csv,1209484,True,False,False,False,False,False
"Malewana and Wijewardena remained friends and reunited in the 1970s to form a group dubbed the Super Golden Chimes - this group would, similarly, produce a string of popular songs that included Udarata Niliya, Sihina Pathum, Wana Bambaro, and Sathuta Senasuma.",13,5,== Musical career ==,indexedSentences/1209484.csv,1209484,True,False,False,False,False,False
"The Super Golden Chimes performed for another eight years until, in 1978, Malewana married, and announced his retirement from music.",14,5,== Musical career ==,indexedSentences/1209484.csv,1209484,True,False,True,False,False,False
"Despite his retirement, Malewana returned in 1988 as a solo artist, and continued to record songs particularly for CDs released in Sri Lanka.",15,5,== Musical career ==,indexedSentences/1209484.csv,1209484,True,False,False,False,False,False
"On 27 July 2013, he organized a musical show ""Sing Along with Annesley Malewana"" at Hotel Taj Samudra Rooftop as a fundraiser for Lion Sight First Hospital.",0,6,== Musical career ==,indexedSentences/1209484.csv,1209484,True,False,False,False,False,False
"On 6 August 2016, Malewana celebrated 50 years of his singing career with a grand musical show titled ‘50 Year Reflection’ which was held at the BMICH at 7pm.",1,6,== Musical career ==,indexedSentences/1209484.csv,1209484,False,True,False,False,False,False
"In 2009, Wijewardena's wife and daughter filed a case against Malewana by citing that Clarence's songs were sung without permission.",0,8,== Controversy ==,indexedSentences/1209484.csv,1209484,True,False,False,False,False,False
Then they made a list of about 27 songs and told Malewana that he had no right to sing them.,2,8,== Controversy ==,indexedSentences/1209484.csv,1209484,True,False,False,False,False,False
"In the same contracts that were sold Malewana have signed for ""Moonstone"" and ""Super Golden Chimes"".",4,8,== Controversy ==,indexedSentences/1209484.csv,1209484,False,True,False,False,False,False
An enjoining order had been imposed so that not a single song could be sung.,6,8,== Controversy ==,indexedSentences/1209484.csv,1209484,True,False,False,False,False,False
"The songs performed by Malewana and Clarence over their three decades have recently been credited, by the group Pahan Silu, as having served to influence them in crafting their unique musical style.",0,10,== Legacy ==,indexedSentences/1209484.csv,1209484,True,False,False,False,False,False
"He appeared in a variety of television series, including the CBS soap opera Love of Life; however, he is best remembered for playing Donna Reed's television husband, Dr. Alex Stone, from 1958 to 1966 in the ABC sitcom The Donna Reed Show.",1,0,N/A,indexedSentences/2812504.csv,2812504,True,False,False,False,False,False
"Then between 1967 and 1969, Betz played defense attorney Clinton Judd in ABC's courtroom drama Judd, for the Defense, winning an Emmy Award in 1969 for his work on that series.",2,0,N/A,indexedSentences/2812504.csv,2812504,True,False,False,False,False,False
"Born in Pittsburgh, Pennsylvania, in 1921, Betz was the oldest of four children—two sons and two daughters—of Carl W. and Mary Leona Betz.",0,2,== Early years ==,indexedSentences/2812504.csv,2812504,False,False,True,False,False,False
"His father was a native of Missouri; and according to the federal census of 1930, he was then the ""chief chemist"" at a local laboratory and later, by 1940, for Allegheny County.",1,2,== Early years ==,indexedSentences/2812504.csv,2812504,False,False,True,False,False,False
"Growing up in the Pittsburgh suburbs of Crafton and Mt. Lebanon, Betz began his amateur acting career very early, at the age of 10, when he formed a theatrical company with six friends who performed plays in his grandmother's basement.",2,2,== Early years ==,indexedSentences/2812504.csv,2812504,True,True,False,False,False,False
"After the war, Betz returned to Carnegie Tech and earned a degree in drama.",4,2,== Early years ==,indexedSentences/2812504.csv,2812504,False,False,False,False,False,True
Career ==,1,3,== Career ==,indexedSentences/2812504.csv,2812504,False,True,False,False,False,False
"Betz made his Broadway debut in 1952 in The Long Watch, and toured with Veronica Lake in the summer stock play, The Voice of the Turtle.",0,4,== Career ==,indexedSentences/2812504.csv,2812504,True,True,False,False,False,False
The show revolves around the home and school problems of a middle-class American family in the late 1950s and early 1960s.,1,5,== Career ==,indexedSentences/2812504.csv,2812504,False,False,True,False,False,False
"Alex was often called upon to rescue wife Donna Stone (Reed) from awkward situations and to monitor the behavior of their children, Mary (Shelley Fabares) and Jeff (Paul Petersen).",2,5,== Career ==,indexedSentences/2812504.csv,2812504,False,False,True,False,False,False
One of his last roles was as General Douglas MacArthur in the one-man stage play I Shall Return.,15,5,== Career ==,indexedSentences/2812504.csv,2812504,True,False,False,False,False,False
Betz was married twice and had one child.,0,7,== Personal life and death ==,indexedSentences/2812504.csv,2812504,False,False,True,False,False,False
"In June 1952 he married actress Lois Harmon with whom he had a son, Richard.",1,7,== Personal life and death ==,indexedSentences/2812504.csv,2812504,False,False,True,False,False,False
The couple separated in May 1960 and divorced in 1961.,2,7,== Personal life and death ==,indexedSentences/2812504.csv,2812504,False,False,True,False,False,False
"In December 1963, Betz married Gloria Stone Martin, sister of actress Nita Talbot.",3,7,== Personal life and death ==,indexedSentences/2812504.csv,2812504,False,False,True,False,False,False
"Through his marriage to Martin, Betz had a stepdaughter, Rio.",4,7,== Personal life and death ==,indexedSentences/2812504.csv,2812504,False,False,False,False,True,False
"He died seven weeks later, on January 18, 1978.",9,7,== Personal life and death ==,indexedSentences/2812504.csv,2812504,False,False,True,False,False,False
Awards and nominations ==,1,10,== Awards and nominations ==,indexedSentences/2812504.csv,2812504,False,False,False,False,True,False
Christoph Eschenbach (German: [ˈkʁɪstɔf ˈɛʃn̩bax]; born 20 February 1940) is a German pianist and conductor.,0,0,N/A,indexedSentences/1354646.csv,1354646,False,False,True,False,False,False
"Eschenbach was born in Breslau, Germany (now Wrocław, Poland).",0,2,== Early life ==,indexedSentences/1354646.csv,1354646,False,False,True,False,False,False
"His mother died giving birth to him; his father, a politically active anti-Nazi, was sent to the Eastern front as part of a Nazi punishment battalion where he was killed.",3,2,== Early life ==,indexedSentences/1354646.csv,1354646,False,False,True,False,False,False
"As a result of this trauma, Eschenbach did not speak for a year, until he was asked if he wanted to play music.",4,2,== Early life ==,indexedSentences/1354646.csv,1354646,True,False,False,False,False,False
"Wallydore Eschenbach (née Jaross), his mother's cousin, adopted him in 1946 and began to teach him to play the piano.",5,2,== Early life ==,indexedSentences/1354646.csv,1354646,True,False,True,False,False,True
"At age 11, he attended a concert conducted by Wilhelm Furtwängler which had a great impact on him.",6,2,== Early life ==,indexedSentences/1354646.csv,1354646,True,False,False,False,False,False
"In 1955, Eschenbach enrolled at the Musikhochschule in Cologne, studying piano with Hans-Otto Schmidt-Neuhaus and conducting with Wilhelm Brückner-Rüggeberg.",7,2,== Early life ==,indexedSentences/1354646.csv,1354646,True,False,False,False,False,False
He then pursued further studies at the Hochschule für Musik und Theater Hamburg with Eliza Hansen (piano) and Wilhelm Brückner-Rüggeberg (conducting).,8,2,== Early life ==,indexedSentences/1354646.csv,1354646,True,False,False,False,False,False
Musical career ==,1,3,== Musical career ==,indexedSentences/1354646.csv,1354646,False,True,False,False,False,False
"In 1964, he made his first recording (of Mozart) for Deutsche Grammophon and signed a contract with the label.",1,4,== Musical career ==,indexedSentences/1354646.csv,1354646,False,True,False,False,False,False
"Eschenbach continued to study conducting with George Szell, with whom he worked for more than three years.",2,4,== Musical career ==,indexedSentences/1354646.csv,1354646,True,False,False,False,False,False
"In addition, he counted Herbert von Karajan as a mentor.",3,4,== Musical career ==,indexedSentences/1354646.csv,1354646,False,False,False,False,False,True
"Eschenbach is credited with helping and supporting talented young musicians in their career development, including soprano Renée Fleming, pianists Tzimon Barto and Lang Lang, cellists Claudio Bohórquez, and Daniel Müller-Schott, and soprano Marisol Montalvo.",1,6,== Musical career ==,indexedSentences/1354646.csv,1354646,False,True,True,False,False,False
"His appointment generated controversy because, at the time of the announcement, Eschenbach had not conducted the orchestra in over four years and there was a perceived lack of personal chemistry between him and the musicians prior to the appointment.",1,8,== Philadelphia Orchestra ==,indexedSentences/1354646.csv,1354646,True,False,False,False,False,False
He hasn't conducted us in four or five years and 20 to 30 persons had never played with him.,4,9,== Philadelphia Orchestra ==,indexedSentences/1354646.csv,1354646,True,False,False,False,False,False
"""Partway into his tenure, his initial 3-year contract was renewed to 2008.",2,10,== Philadelphia Orchestra ==,indexedSentences/1354646.csv,1354646,False,True,False,False,False,False
"Following the announcement, Dobrin in the Inquirer wrote that Eschenbach's tenure in Philadelphia has been difficult for many musicians:",3,11,== Philadelphia Orchestra ==,indexedSentences/1354646.csv,1354646,True,False,False,False,False,False
"""In three seasons, Eschenbach and the orchestra have produced a handful of brilliant concerts.",0,12,== Philadelphia Orchestra ==,indexedSentences/1354646.csv,1354646,True,False,False,False,False,False
"""The paper also cited a number of accomplishments including a new recording contract and the appointment of nine musicians, four of whom were principals.",2,12,== Philadelphia Orchestra ==,indexedSentences/1354646.csv,1354646,False,True,False,False,False,False
Our entire orchestra family is profoundly disappointed when reporters report the news in such an ungracious way.,3,13,== Philadelphia Orchestra ==,indexedSentences/1354646.csv,1354646,False,False,True,False,False,False
"""....let me quote from something I wrote in March 2001 that might be an important reminder about how we got to this dangerous place:It hit many musicians like the dull thud of pragmatism, this decision in January to hire Eschenbach as the orchestra's seventh music director, starting in September 2003.",0,14,== Philadelphia Orchestra ==,indexedSentences/1354646.csv,1354646,True,True,False,False,False,False
"""-that 80 percent of the musicians did not agree with his artistic interpretations;",0,16,== Philadelphia Orchestra ==,indexedSentences/1354646.csv,1354646,False,True,False,False,False,False
"As I found out a little later, this survey never happened [...] All of the musicians regretted very, very much that [it] was reported like this.",4,19,== Philadelphia Orchestra ==,indexedSentences/1354646.csv,1354646,False,False,False,True,False,False
"""In a 2007 article, Mark Swed of the Los Angeles Times has written about the Eschenbach/Philadelphia Orchestra situation:",5,19,== Philadelphia Orchestra ==,indexedSentences/1354646.csv,1354646,True,False,False,False,False,False
"He hadn't conducted in Philadelphia for five years when the appointment was made, and a memo was leaked to the press with 75 players' signatures asking management to hold off any decision until the orchestra got a chance to work with him.",9,20,== Philadelphia Orchestra ==,indexedSentences/1354646.csv,1354646,True,False,False,False,False,False
"""In August 2007, the orchestra announced extended guest-conducting periods for Eschenbach with the ensemble in the 2008–2009 and 2009–2010 seasons, after the conclusion of his tenure as music director.",4,22,== Philadelphia Orchestra ==,indexedSentences/1354646.csv,1354646,True,False,False,False,False,False
Later career ==,1,23,== Later career ==,indexedSentences/1354646.csv,1354646,False,True,False,False,False,False
"In September 2011, the NSO and the Kennedy Center announced the extension of Eschenbach's contract through the 2014–2015 season.",1,24,== Later career ==,indexedSentences/1354646.csv,1354646,False,True,False,False,False,False
"In March 2014, the organisations announced an extension of Eschenbach's contract through the 2016–2017 season.",2,24,== Later career ==,indexedSentences/1354646.csv,1354646,False,True,False,False,False,False
"In November 2017, the Konzerthausorchester Berlin announced the appointment of Eschenbach as its next chief conductor, effective with the 2019–2020 season, with an initial contract of 3 years.",5,24,== Later career ==,indexedSentences/1354646.csv,1354646,False,True,False,False,False,False
"In July 2021, the Konzerthausorchester Berlin announced the extension of Eschenbach's contract through the 2022–2023 season.",6,24,== Later career ==,indexedSentences/1354646.csv,1354646,False,True,False,False,False,False
Honours and awards ==,1,25,== Honours and awards ==,indexedSentences/1354646.csv,1354646,False,False,False,False,True,False
"""Making Musicians Play Like Devils & Angels"", Washingtonian, 1 December 2009.",1,35,== Further reading ==,indexedSentences/1354646.csv,1354646,True,False,False,False,False,False
"Virginia Bruce (born Helen Virginia Briggs; September 29, 1909 – February 24, 1982) was an American actress and singer.",0,0,N/A,indexedSentences/868762.csv,868762,False,False,True,False,False,False
"Born in Minneapolis, Minnesota, Virginia as an infant moved with her parent, Earil and Margaret Briggs to Fargo, North Dakota.",0,2,== Early life ==,indexedSentences/868762.csv,868762,False,False,True,False,False,False
The city directory of Fargo documents that the Briggs family lived there at 421 14th Street South.,1,2,== Early life ==,indexedSentences/868762.csv,868762,False,False,True,False,False,False
"After Virginia graduated from Fargo Central High School in 1928, she moved with her family to Los Angeles intending to enroll in the University of California, Los Angeles when a friendly wager sent her seeking film work.",2,2,== Early life ==,indexedSentences/868762.csv,868762,False,False,True,False,False,False
Career ==,1,3,== Career ==,indexedSentences/868762.csv,868762,False,True,False,False,False,False
"During production on that project, on August 10, she married John Gilbert with whom she recently costarred in Downstairs.",3,4,== Career ==,indexedSentences/868762.csv,868762,False,False,True,False,False,False
"Among the people attending the small ceremony were the head of MGM production Irving Thalberg, who served as the groom's best man; screenwriter Donald Ogden Stewart, whose wife Beatrice acted as matron of honor; MGM art director and set designer Cedric Gibbons; and his wife, actress Dolores del Río.",5,4,== Career ==,indexedSentences/868762.csv,868762,False,False,False,False,True,False
"Bruce retired briefly from acting after the birth of their daughter Susan Ann, although she returned to film appearances after her divorce from Gilbert in May 1934.",6,4,== Career ==,indexedSentences/868762.csv,868762,False,True,True,False,False,False
Gilbert died two years later.,7,4,== Career ==,indexedSentences/868762.csv,868762,False,False,True,False,False,False
She also performed periodically on radio.,3,5,== Career ==,indexedSentences/868762.csv,868762,True,False,False,False,False,False
"In the early 1960s, she retired from films but emerged from retirement in 1981 for a final screen appearance, portraying the title character in Madame Wang's, a ""bizarre"" production directed by Paul Morrissey in association with Andy Warhol.",5,5,== Career ==,indexedSentences/868762.csv,868762,False,True,False,False,False,False
"In 1937, three years after her divorce from John Gilbert, Bruce married American film director J. Walter Ruben, after working with him on The Bad Man of Brimstone.",0,7,== Personal life ==,indexedSentences/868762.csv,868762,False,False,True,False,False,False
"They had one child, Christopher, who was born the year before Ruben's death in 1942.",1,7,== Personal life ==,indexedSentences/868762.csv,868762,False,False,True,False,False,False
Bruce then married Turkish screenwriter Ali Ipar in 1946.,2,7,== Personal life ==,indexedSentences/868762.csv,868762,False,False,True,False,False,False
"They divorced in 1951 and remarried in 1952, only to divorce once again in 1964.",3,7,== Personal life ==,indexedSentences/868762.csv,868762,False,False,True,False,False,False
"Bruce died of cancer at age 72 on February 24, 1982 at the Motion Picture & Television Country House and Hospital in Woodland Hills, California.",5,7,== Personal life ==,indexedSentences/868762.csv,868762,False,False,True,False,False,False
Virginia Bruce at Find a Grave,0,18,== External links ==,indexedSentences/868762.csv,868762,False,False,False,True,False,False
"Joni James (born Giovanna Carmella Babbo, September 22, 1930) is an American singer of traditional pop music.",0,0,N/A,indexedSentences/537467.csv,537467,False,False,True,False,False,False
"Joan Carmella Babbo was born to an Italian-American family in Chicago, Illinois, United States, one of six children supported by her widowed mother.",0,2,== Biography ==,indexedSentences/537467.csv,537467,False,False,True,False,False,False
"After doing a fill-in in Indiana, she decided to pursue a singing career.",3,2,== Biography ==,indexedSentences/537467.csv,537467,False,True,False,False,False,False
"Some executives at Metro-Goldwyn-Mayer (MGM) spotted her in a television commercial, and she was signed by MGM in 1952.",4,2,== Biography ==,indexedSentences/537467.csv,537467,False,True,False,False,False,False
"She was the first American to record at London's Abbey Road Studios, and recorded five albums there.",7,2,== Biography ==,indexedSentences/537467.csv,537467,True,False,False,False,False,False
"She was also very popular across parts of the Asia-Pacific region, particularly in the Philippines where she performed at Manila's now defunct EM Club in 1957.",8,2,== Biography ==,indexedSentences/537467.csv,537467,True,False,False,False,False,False
She has sold more than 100 million records and recorded more than 25 albums.,18,2,== Biography ==,indexedSentences/537467.csv,537467,True,False,False,False,False,False
"James married composer-conductor Anthony ""Tony"" Acquaviva at St. Patrick's Cathedral, New York in 1956.",0,4,== Personal life ==,indexedSentences/537467.csv,537467,False,False,True,False,False,False
"In 1964, she retired from the music industry in part because Acquaviva was in bad health and needed her attention.",1,4,== Personal life ==,indexedSentences/537467.csv,537467,False,True,False,False,False,False
"Shortly after her first husband's death, James met retired Air Force General Bernard Adolph Schriever, two decades her senior.",0,5,== Personal life ==,indexedSentences/537467.csv,537467,False,False,False,True,False,False
"Bernard Schriever died on June 20, 2005, aged 94.",4,5,== Personal life ==,indexedSentences/537467.csv,537467,False,False,True,False,False,False
"For many years she was out of the public eye, but began touring again in the mid-1990s some years after she was widowed, performing memorable concerts at New York's Town Hall, Carnegie Hall and Avery Fisher Hall.",0,7,== Later years ==,indexedSentences/537467.csv,537467,True,False,False,False,True,False
"Joni James' ""Award Winning Album"" MGM 3346 (1954)",0,12,== Albums ==,indexedSentences/537467.csv,537467,False,False,False,False,True,False
Sings Songs by Jerome Kern and Songs by Harry Warren MGM (1957),0,19,== Albums ==,indexedSentences/537467.csv,537467,True,False,False,False,False,False
Joni Sings the Gershwins MGM (1964),0,43,== Albums ==,indexedSentences/537467.csv,537467,True,False,False,False,False,False
"Gene Barry (born Eugene Klass, June 14, 1919 – December 9, 2009) was an American stage, screen, and television actor.",0,0,N/A,indexedSentences/1578500.csv,1578500,False,False,True,False,False,False
"Barry was born Eugene Klass on June 14, 1919, in New York City, the son of Eva (née Conn) and Martin Klass; all of his grandparents were Jewish immigrants from Russia.",0,2,== Early life ==,indexedSentences/1578500.csv,1578500,False,False,True,False,False,False
Barry exhibited early artistic skills with singing and playing violin as a child and later spent two years at the Chatham Square School of Music in Greenwich Village on a scholarship awarded for his vocal ability.,2,2,== Early life ==,indexedSentences/1578500.csv,1578500,True,False,True,False,True,False
Career ==,1,3,== Career ==,indexedSentences/1578500.csv,1578500,False,True,False,False,False,False
Barry chose his professional name in honor of John Barrymore and made his Broadway debut as Captain Paul Duval in the 1942 revival of Sigmund Romberg's The New Moon.,0,4,== Career ==,indexedSentences/1578500.csv,1578500,False,True,False,False,False,False
"He later portrayed Falke in Rosalinda (1942), Nova Kovich in The Merry Widow (1943), Lieutenant Bunin in Catherine Was Great (1944), Dorante and Comte De Chateau-Gaillard in The Would-Be Gentleman (1946), The Doctor in Happy as Larry (1950), and played a variety of roles in the musical revue Bless You All (1950).",1,4,== Career ==,indexedSentences/1578500.csv,1578500,True,False,False,False,False,False
"In 1951 Barry was hired for his first movie, in the role of Dr. Frank Addison in The Atomic City (1952).",0,6,== Career ==,indexedSentences/1578500.csv,1578500,False,True,False,False,False,False
"In his next TV series, Burke's Law, Barry played a millionaire homicide investigator who was chauffeured in his Rolls Royce as he solved crimes.",0,9,== Career ==,indexedSentences/1578500.csv,1578500,True,False,False,False,False,False
"Barry again played in the title role, this time as a widower working with his son Peter (Peter Barton).",5,9,== Career ==,indexedSentences/1578500.csv,1578500,True,False,False,False,False,False
"According to his co-star Gary Conway, who played Det.",6,9,== Career ==,indexedSentences/1578500.csv,1578500,True,False,False,False,False,False
"After Conway left the show, he remained friends with Barry until his acting mentor's death.",8,9,== Career ==,indexedSentences/1578500.csv,1578500,False,False,False,False,False,True
"Barry's third TV series was called The Name of the Game, in which he played the sophisticated publisher of a family of magazines, and he was one of three lead characters.",0,10,== Career ==,indexedSentences/1578500.csv,1578500,True,False,True,False,False,False
"Shortly before the filming of The Name of the Game series began, Barry played the villain—a wealthy psychiatrist—in Prescription: Murder, the two-hour TV movie that became the precursor of the TV series Columbo.",0,11,== Career ==,indexedSentences/1578500.csv,1578500,True,False,False,False,False,False
